from,to,time
L81,L70,43.8461115107
L82,L70,22.0690663894
L91,L70,20.8303961945
L93,L70,23.3438834987
L99,L70,37.2082819007
L102,L70,34.4233077235
L103,L70,30.0821712705
L106,L70,25.9103906252
L113,L70,46.6797532349
L116,L70,26.4324186352
L122,L70,23.9405211353
L128,L70,21.9259665319
L134,L70,20.0837931628
L135,L70,17.7258539503
L138,L70,20.5376740434
L139,L70,21.5224190177
L141,L70,22.5882409943
L145,L70,22.4979928155
L146,L70,22.2970601721
L147,L70,22.4479559781
L150,L70,22.6090882141
L151,L70,21.1386848748
L153,L70,26.2807188765
L154,L70,41.9986414152
L155,L70,38.4496371363
L156,L70,22.654295224
L157,L70,21.4259954252
L159,L70,27.66477175
L162,L70,34.4738997583
L168,L70,26.4093592897
L171,L70,20.9077216315
L173,L70,22.0320916839
L178,L70,23.0488834899
L179,L70,24.9230653922
L185,L70,19.5681858243
L186,L70,20.182867886
L191,L70,19.3405752165
L203,L70,17.9098268698
L206,L70,18.5756902783
L213,L70,18.9581285145
L222,L70,19.8358405923
L227,L70,21.1189429778
L229,L70,28.9642695614
L231,L70,32.8338118301
L246,L70,29.9202880556
L247,L70,19.2083917178
L249,L70,17.2946746802
L252,L70,13.9076955174
L262,L70,12.821378643
L271,L70,11.0800814217
L273,L70,10.1683166072
L274,L70,9.35393283817
L292,L70,10.1033513306
L299,L70,11.3524481873
L309,L70,13.7696191388
L310,L70,15.3667993152
L313,L70,21.9487025822
L315,L70,23.8328464588
L321,L70,25.3834284912
L323,L70,27.3696819311
L328,L70,23.785832906
L333,L70,21.2071476753
L334,L70,17.5684913836
L336,L70,16.8690618468
L338,L70,16.1120950524
L349,L70,14.8183264356
L355,L70,29.4605661138
L361,L70,22.9080889259
L365,L70,40.2974981968
L370,L70,14.2068512871
L371,L70,31.9276586499
L375,L70,39.7568178982
L382,L70,41.8640531401
L385,L70,35.0707967488
L387,L70,29.6240279714
L392,L70,29.265787238
L393,L70,30.7872481493
L402,L70,35.4275958566
L408,L70,23.0773328539
L411,L70,21.5750232604
L412,L70,19.2675086103
L418,L70,17.3542772447
L423,L70,15.5358808824
L430,L70,11.7548445761
L431,L70,11.1355525122
L437,L70,10.9790307639
L444,L70,11.1870398375
L445,L70,12.3539386894
L469,L70,15.9607781259
L483,L70,13.846666259
L493,L70,11.6564824171
L495,L70,10.5287718923
L496,L70,9.80453098963
L511,L70,9.94436044187
L527,L70,31.7266820284
L529,L70,29.8776570745
L530,L70,27.390633463
L540,L70,25.7224248649
L543,L70,26.5331735162
L554,L70,28.3286996378
L556,L70,23.296846407
L560,L70,17.4400727425
L0,L70,19.4347440903
L7,L75,36.5328030881
L18,L75,35.4217602724
L26,L75,44.4818307313
L33,L75,35.2774691904
L36,L75,28.2527584059
L38,L75,23.7556894811
L57,L75,19.8867021505
L62,L75,15.1361127401
L63,L75,11.9295362659
L70,L75,7.56666704364
L75,L75,0
L76,L75,10.1106999311
L77,L75,13.6550553702
L78,L75,17.1514460753
L79,L75,20.7883334252
L80,L75,28.1555059648
L81,L75,45.5811697434
L82,L75,23.863567375
L91,L75,22.4702949261
L93,L75,25.2593028343
L99,L75,38.3646426106
L102,L75,35.5724729496
L103,L75,31.2713545029
L106,L75,27.1309472302
L113,L75,49.2456936035
L116,L75,26.1102396696
L122,L75,23.6591268863
L128,L75,21.5895068404
L134,L75,19.6722989797
L135,L75,17.5994647818
L138,L75,19.8605839541
L139,L75,20.4413782484
L141,L75,21.1638614059
L145,L75,20.8214857838
L146,L75,20.3108854851
L147,L75,20.2648853527
L150,L75,20.2693848194
L151,L75,20.8898124378
L153,L75,23.7293459856
L154,L75,39.4915595565
L155,L75,35.9363938925
L156,L75,21.5076845794
L157,L75,20.6885354069
L159,L75,25.1755636966
L162,L75,31.9526187365
L168,L75,23.915258101
L171,L75,18.9485067359
L173,L75,19.8660152477
L178,L75,20.6896083535
L179,L75,22.5032528612
L185,L75,18.1176137497
L186,L75,18.4409208004
L191,L75,18.5079005934
L203,L75,19.639630276
L206,L75,20.5795803918
L213,L75,21.1784688563
L222,L75,22.2186699202
L227,L75,23.5969923169
L229,L75,31.4813543022
L231,L75,30.6737128902
L246,L75,27.7555928079
L247,L75,17.1645670929
L249,L75,15.39186954
L252,L75,12.575341584
L262,L75,11.4688776564
L271,L75,9.89523709006
L273,L75,9.55678231985
L274,L75,10.8948128187
L292,L75,12.1440775672
L299,L75,13.6105637935
L309,L75,16.0892751552
L310,L75,17.7013192814
L313,L75,24.3757794456
L315,L75,26.2977624197
L321,L75,27.8754585883
L323,L75,29.8803669315
L328,L75,25.0095284804
L333,L75,22.3553133895
L334,L75,18.5613267687
L336,L75,18.094316212
L338,L75,17.7880870768
L349,L75,16.9207040722
L355,L75,26.8939228475
L361,L75,23.2358356863
L365,L75,42.4254892992
L370,L75,13.4291058268
L371,L75,34.4227084357
L375,L75,37.4177986645
L382,L75,39.6099260005
L385,L75,37.5431105451
L387,L75,32.1367713964
L392,L75,26.8010650526
L393,L75,28.3440355627
L402,L75,33.0432343938
L408,L75,20.5693664947
L411,L75,19.1021516438
L412,L75,16.8901079975
L418,L75,15.1263247454
L423,L75,13.5896042373
L430,L75,11.3706309417
L431,L75,11.6045945146
L437,L75,12.1860827834
L444,L75,12.829911443
L445,L75,14.4449687261
L469,L75,18.415872398
L483,L75,11.9968460321
L493,L75,9.93515475664
L495,L75,9.44434666774
L496,L75,9.68838284203
L511,L75,10.6210985455
L527,L75,33.2245322367
L529,L75,31.4148721388
L530,L75,28.9445623457
L540,L75,27.2907903672
L543,L75,23.9959092521
L554,L75,25.7704347707
L556,L75,20.8046411119
L560,L75,17.8039773239
L0,L75,20.5195205683
L7,L76,37.8552564999
L18,L76,37.187666311
L26,L76,49.5869989758
L33,L76,40.3840607633
L36,L76,33.3609068811
L38,L76,28.8649974784
L57,L76,24.9969962468
L62,L76,20.2443601235
L63,L76,17.0318797715
L70,L76,12.6725222749
L75,L76,10.1106999311
L76,L76,0
L77,L76,8.57547377911
L78,L76,12.3096862797
L79,L76,15.6822250082
L80,L76,23.078027348
L81,L76,49.5213965129
L82,L76,28.0849977751
L91,L76,26.5095756069
L93,L76,29.6233871703
L99,L76,41.4067004402
L102,L76,38.6359713454
L103,L76,34.4638040858
L106,L76,30.4523294166
L113,L76,54.3501487977
L116,L76,26.7675762893
L122,L76,24.5113439565
L128,L76,22.4573828867
L134,L76,20.5375723676
L135,L76,19.1868661129
L138,L76,20.1790727874
L139,L76,19.8370770778
L141,L76,19.68942483
L145,L76,18.7214755788
L146,L76,17.3671573006
L147,L76,16.7053491699
L150,L76,16.1712382377
L151,L76,21.2370065014
L153,L76,18.6245919923
L154,L76,34.4467414772
L155,L76,30.8832693525
L156,L76,19.9066834119
L157,L76,20.0504249089
L159,L76,20.1825181759
L162,L76,26.8885443472
L168,L76,18.9154622377
L171,L76,15.4989361884
L173,L76,15.7912436188
L178,L76,16.055480852
L179,L76,17.6868797694
L185,L76,16.0809128535
L186,L76,15.6209967838
L191,L76,17.8660210328
L203,L76,23.4484971739
L206,L76,24.7723947521
L213,L76,25.6883862823
L222,L76,26.9720760148
L227,L76,28.50300082
L229,L76,36.5652744372
L231,L76,26.3950341026
L246,L76,23.5004197286
L247,L76,13.6050549295
L249,L76,12.4606722854
L252,L76,11.9013874342
L262,L76,11.170572982
L271,L76,10.8054198295
L273,L76,11.6822301563
L274,L76,15.1120126205
L292,L76,16.7077035526
L299,L76,18.3317087908
L309,L76,20.8238963709
L310,L76,22.4294748486
L313,L76,29.1896183258
L315,L76,31.1707401674
L321,L76,32.7949028381
L323,L76,34.8330013481
L328,L76,28.3864560211
L333,L76,25.6985122122
L334,L76,21.8475499062
L336,L76,21.7266681546
L338,L76,22.0055494194
L349,L76,21.6376305415
L355,L76,21.8044587581
L361,L76,24.5324362958
L365,L76,46.6114248689
L370,L76,13.7533539282
L371,L76,39.3362509716
L375,L76,32.7040182117
L382,L76,35.0668976243
L385,L76,42.4052724521
L387,L76,37.0903818101
L392,L76,21.8555308735
L393,L76,23.4396953509
L402,L76,28.2485106219
L408,L76,15.5504656895
L411,L76,14.1813492468
L412,L76,12.3025156718
L418,L76,11.1669232048
L423,L76,10.85842452
L430,L76,13.0546552403
L431,L76,14.4851123205
L437,L76,15.8632179878
L444,L76,16.923043034
L445,L76,18.9445671849
L469,L76,23.3110649653
L483,L76,10.8422270846
L493,L76,10.2117318844
L495,L76,11.3903656504
L496,L76,12.9058222785
L511,L76,14.4230875118
L527,L76,36.8808909109
L529,L76,35.1541891241
L530,L76,32.7427932533
L540,L76,31.1360607813
L543,L76,19.0788087694
L554,L76,20.747262378
L556,L76,16.1070398884
L560,L76,20.1967322002
L0,L76,23.8407317948
L7,L77,38.6302528291
L18,L77,38.2745365685
L26,L77,53.1352700767
L33,L77,43.9299911831
L36,L77,36.903752183
L38,L77,32.4048920572
L57,L77,28.5331207221
L62,L77,23.7886581901
L63,L77,20.5845509916
L70,L77,16.2217021551
L75,L77,13.6550553702
L76,L77,8.57547377911
L77,L77,0
L78,L77,8.94858069446
L79,L77,12.1456262438
L80,L77,19.7018817818
L81,L77,52.0207802968
L82,L77,30.9113206335
L91,L77,29.2380553935
L93,L77,32.5300286734
L99,L77,43.3184582348
L102,L77,40.5863225734
L103,L77,36.5438735375
L106,L77,32.668258052
L113,L77,57.8995005831
L116,L77,27.320339024
L122,L77,25.2748573455
L128,L77,23.3196037422
L134,L77,21.5002249985
L135,L77,20.6863887088
L138,L77,20.8019088922
L139,L77,19.838233082
L141,L77,19.0490685902
L145,L77,17.651643931
L146,L77,15.6752892969
L147,L77,14.4867576091
L150,L77,13.4502772145
L151,L77,22.9300747899
L153,L77,15.1744795354
L154,L77,31.1115234648
L155,L77,27.5391583018
L156,L77,20.3736545325
L157,L77,21.1923658388
L159,L77,17.0073970828
L162,L77,23.5316203306
L168,L77,15.7423658431
L171,L77,14.6790850069
L173,L77,14.1905602836
L178,L77,13.6231431876
L179,L77,14.8798226522
L185,L77,16.5274782353
L186,L77,15.4320651688
L191,L77,19.1550996436
L203,L77,26.7105024709
L206,L77,28.154837574
L213,L77,29.1643142126
L222,L77,30.5088564282
L227,L77,32.0686289688
L229,L77,40.0277512748
L231,L77,24.1150515317
L246,L77,21.3073633564
L247,L77,12.9195563288
L249,L77,12.6783780284
L252,L77,13.9392712263
L262,L77,13.5632403137
L271,L77,13.7673611562
L273,L77,14.8730693933
L274,L77,18.5946476248
L292,L77,20.2367335714
L299,L77,21.8798058792
L309,L77,24.3675821108
L310,L77,25.9683235514
L313,L77,32.7375685834
L315,L77,34.7294761468
L321,L77,36.3611705531
L323,L77,38.4036120021
L328,L77,30.669484471
L333,L77,28.0097070113
L334,L77,24.2211618743
L336,L77,24.3023179407
L338,L77,24.9107358174
L349,L77,24.8451032532
L355,L77,18.2394566998
L361,L77,26.6382906874
L365,L77,49.9226060833
L370,L77,16.0123086144
L371,L77,42.8999363305
L375,L77,29.8420598544
L382,L77,32.3926206276
L385,L77,45.9575398625
L387,L77,40.6607927159
L392,L77,18.7490863303
L393,L77,20.3851644584
L402,L77,25.312123899
L408,L77,12.3958962933
L411,L77,11.3140498987
L412,L77,10.330655467
L418,L77,10.5082124011
L423,L77,11.7008892184
L430,L77,15.9638369249
L431,L77,17.6655041167
L437,L77,19.2092709441
L444,L77,20.3515286216
L445,L77,22.4472187525
L469,L77,26.8778672793
L483,L77,11.9048790657
L493,L77,12.3841489076
L495,L77,13.9860680776
L496,L77,15.7584777919
L511,L77,17.3781535197
L527,L77,39.2497326953
L529,L77,37.5937964662
L530,L77,35.2440454703
L540,L77,33.6847614651
L543,L77,15.556918337
L554,L77,17.1756984589
L556,L77,12.7874751515
L560,L77,22.1177351322
L0,L77,26.1804104604
L7,L78,38.0397331925
L18,L78,38.0405534122
L26,L78,56.4468175547
L33,L78,47.2441268165
L36,L78,40.2199077429
L38,L78,35.7229943257
L57,L78,31.8531045094
L62,L78,27.1635555662
L63,L78,24.0138026185
L70,L78,19.6858489973
L75,L78,17.1514460753
L76,L78,12.3096862797
L77,L78,8.94858069446
L78,L78,0
L79,L78,9.69759038982
L80,L78,17.4635142893
L81,L78,53.4171104887
L82,L78,32.9416873864
L91,L78,31.1585299592
L93,L78,34.6550083198
L99,L78,44.0076677685
L102,L78,41.3501901893
L103,L78,37.5164355265
L106,L78,33.8667245698
L113,L78,61.2110870367
L116,L78,26.7063667788
L122,L78,24.9621479495
L128,L78,23.1952311252
L134,L78,21.5765691307
L135,L78,21.4032778069
L138,L78,20.5423348246
L139,L78,18.9534181285
L141,L78,17.5056220084
L145,L78,15.7305894203
L146,L78,13.2079548775
L147,L78,11.4978899875
L150,L78,9.94176528889
L151,L78,26.4657629459
L153,L78,12.9003917813
L154,L78,28.7637316654
L155,L78,25.212708683
L156,L78,23.2371713391
L157,L78,24.4632423341
L159,L78,15.5002183871
L162,L78,21.241950892
L168,L78,14.3440732498
L171,L78,16.8650942027
L173,L78,15.641579444
L178,L78,14.0216896737
L179,L78,14.4220999361
L185,L78,19.5333074117
L186,L78,18.0677287962
L191,L78,22.5527701222
L203,L78,30.6448289866
L206,L78,32.0517972526
L213,L78,32.9980227713
L222,L78,34.2580762549
L227,L78,35.7302841511
L229,L78,43.089781376
L231,L78,23.9625003306
L246,L78,21.4019317709
L247,L78,15.4193279129
L249,L78,15.818365016
L252,L78,17.7572762888
L262,L78,17.4631968036
L271,L78,17.7157784378
L273,L78,18.807313914
L274,L78,22.4212969937
L292,L78,24.007164342
L299,L78,25.6116466137
L309,L78,28.1065645617
L310,L78,29.7161870622
L313,L78,36.4597847068
L315,L78,38.417479676
L321,L78,40.015632098
L323,L78,42.0295369717
L328,L78,31.9861289048
L333,L78,29.4142493276
L334,L78,25.7992524903
L336,L78,26.1275231183
L338,L78,27.1510429962
L349,L78,27.5259157269
L355,L78,15.128826193
L361,L78,30.3306148752
L365,L78,53.8502068745
L370,L78,19.8518415868
L371,L78,46.5626634085
L375,L78,28.5600855399
L382,L78,31.4042282201
L385,L78,49.6614226778
L387,L78,44.2863951956
L392,L78,17.3038515839
L393,L78,18.97849391
L402,L78,23.9853464396
L408,L78,11.5122365888
L411,L78,11.3908716708
L412,L78,12.1079510613
L418,L78,13.4148360996
L423,L78,15.2318366473
L430,L78,19.9102160905
L431,L78,21.6058824876
L437,L78,23.1151635078
L444,L78,24.2196737089
L445,L78,26.2527287122
L469,L78,30.5403418939
L483,L78,13.2343261897
L493,L78,14.5915486499
L495,L78,16.3692411925
L496,L78,18.2641204636
L511,L78,19.9141684401
L527,L78,40.5617571769
L529,L78,39.0164577533
L530,L78,36.7753082636
L540,L78,35.2987971296
L543,L78,11.8474193563
L554,L78,13.733713511
L556,L78,8.84061234018
L560,L78,23.2389656767
L0,L78,27.6631856971
L7,L79,42.3057604129
L18,L79,42.4598062278
L26,L79,60.2689646004
L33,L79,51.0654289801
L36,L79,44.0410918255
L38,L79,39.5437105213
L57,L79,35.6734632395
L62,L79,30.9244158957
L63,L79,27.7139166422
L70,L79,23.3531947397
L75,L79,20.7883334252
L76,L79,15.6822250082
L77,L79,12.1456262438
L78,L79,9.69759038982
L79,L79,0
L80,L79,12.8094770137
L81,L79,58.1127385183
L82,L79,37.5311180776
L91,L79,35.77214435
L93,L79,39.220350648
L99,L79,48.6617945505
L102,L79,46.0171893896
L103,L79,42.2062887173
L106,L79,38.5642705922
L113,L79,65.0322754882
L116,L79,31.03952655
L122,L79,29.427423044
L128,L79,27.7335483635
L134,L79,26.1769081871
L135,L79,26.0926585478
L138,L79,25.068541826
L139,L79,23.2829651256
L141,L79,21.5353776602
L145,L79,19.5879246962
L146,L79,16.8011036864
L147,L79,14.736293489
L150,L79,12.6624002088
L151,L79,26.7478790928
L153,L79,8.21822514857
L154,L79,24.1846850724
L155,L79,20.6176417945
L156,L79,22.3797573854
L157,L79,24.2549640717
L159,L79,10.8932135653
L162,L79,16.6213702598
L168,L79,9.8301286919
L171,L79,15.608032817
L173,L79,13.6719328514
L178,L79,11.1834598495
L179,L79,10.616359023
L185,L79,19.1590651629
L186,L79,17.2716516768
L191,L79,22.6905440141
L203,L79,33.000797373
L206,L79,34.6646056552
L213,L79,35.873228355
L222,L79,37.3746485821
L227,L79,39.0382425486
L229,L79,47.1632910206
L231,L79,19.8350071042
L246,L79,17.5271974995
L247,L79,14.8136511534
L249,L79,16.0802769798
L252,L79,19.2577499849
L262,L79,19.3243845297
L271,L79,20.0915721681
L273,L79,21.3754899473
L274,L79,25.4085031937
L292,L79,27.1309823064
L299,L79,28.8138860722
L309,L79,31.2770864105
L310,L79,32.8567349657
L313,L79,39.6341882391
L315,L79,41.6634537381
L321,L79,43.3279406035
L323,L79,45.3939275861
L328,L79,36.6804788282
L333,L79,34.1019563566
L334,L79,30.4642919951
L336,L79,30.7516052187
L338,L79,31.6642875037
L349,L79,31.8454338401
L355,L79,11.1626273062
L361,L79,30.9285228396
L365,L79,56.1433794879
L370,L79,21.3061992434
L371,L79,49.8461128108
L375,L79,23.9027242442
L382,L79,26.8074975262
L385,L79,52.8490930315
L387,L79,47.6477402538
L392,L79,12.680833278
L393,L79,14.3445939556
L402,L79,19.3351100833
L408,L79,7.99350044795
L411,L79,9.14059420275
L412,L79,11.5310245865
L418,L79,13.796862443
L423,L79,16.2636427945
L430,L79,22.0653449528
L431,L79,24.0335979549
L437,L79,25.7797172392
L444,L79,27.0419312441
L445,L79,29.2636142718
L469,L79,33.8629442255
L483,L79,17.864844373
L493,L79,19.0297562448
L495,L79,20.7676200147
L496,L79,22.6293671881
L511,L79,24.2773475223
L527,L79,45.2583439243
L529,L79,43.7080909691
L530,L79,41.4575401806
L540,L79,39.9709803054
L543,L79,9.73968919617
L554,L79,10.4808717329
L556,L79,9.73087903747
L560,L79,27.935484395
L0,L79,32.3422686645
L7,L80,49.0565503578
L18,L80,49.4823960405
L26,L80,67.4728073567
L33,L80,58.2968213225
L36,L80,51.3015723476
L38,L80,46.8275638818
L57,L80,42.9819451467
L62,L80,38.2238062713
L63,L80,35.0024187712
L70,L80,30.6864322972
L75,L80,28.1555059648
L76,L80,23.078027348
L77,L80,19.7018817818
L78,L80,17.4635142893
L79,L80,12.8094770137
L80,L80,0
L81,L80,65.8509297601
L82,L80,45.3383632667
L91,L80,43.5816085951
L93,L80,47.0222869574
L99,L80,56.1725258548
L102,L80,53.5707670993
L103,L80,49.8512553922
L106,L80,46.2840736379
L113,L80,72.2234924042
L116,L80,38.0068406826
L122,L80,36.6242784304
L128,L80,35.0682469891
L134,L80,33.6336261036
L135,L80,33.7587252173
L138,L80,32.4081033129
L139,L80,30.3654392481
L141,L80,28.2913508995
L145,L80,26.2336195227
L146,L80,23.3674369503
L147,L80,21.2157037918
L150,L80,19.1149427555
L151,L80,30.4462172158
L153,L80,9.59685829132
L154,L80,16.4158121136
L155,L80,12.8422603215
L156,L80,24.8915004893
L157,L80,27.4968874672
L159,L80,8.50392198935
L162,L80,8.83316940807
L168,L80,9.54214577484
L171,L80,18.8477048021
L173,L80,16.524423103
L178,L80,13.9510618904
L179,L80,11.7938918411
L185,L80,22.8275122458
L186,L80,20.7340299789
L191,L80,26.5594301837
L203,L80,38.9132194581
L206,L80,40.8154687826
L213,L80,42.2784175263
L222,L80,44.0056250466
L227,L80,45.8420890638
L229,L80,54.6360984504
L231,L80,15.4949656468
L246,L80,14.5965998198
L247,L80,19.1248280776
L249,L80,21.0594038033
L252,L80,25.0143400234
L262,L80,25.4061561873
L271,L80,26.5582971227
L273,L80,27.927797531
L274,L80,32.1574311015
L292,L80,33.9529065005
L299,L80,35.6679915736
L309,L80,38.055146663
L310,L80,39.5789971373
L313,L80,46.296287223
L315,L80,48.3776301348
L321,L80,50.0951286134
L323,L80,52.1981981669
L328,L80,44.4302554849
L333,L80,41.8721620129
L334,L80,38.260758965
L336,L80,38.5606421475
L338,L80,39.4529057242
L349,L80,39.5393013747
L355,L80,9.2524016756
L361,L80,34.7898747306
L365,L80,61.6136614532
L370,L80,26.8282939839
L371,L80,56.53289622
L375,L80,16.7442154764
L382,L80,19.9325625617
L385,L80,59.4109738816
L387,L80,54.4325158032
L392,L80,8.07042297535
L393,L80,8.53062084521
L402,L80,12.4236105105
L408,L80,12.6579213268
L411,L80,14.302929411
L412,L80,16.9966701631
L418,L80,19.4011123143
L423,L80,21.9628463931
L430,L80,28.2135196593
L431,L80,30.3304412391
L437,L80,32.2261198806
L444,L80,33.5937049449
L445,L80,35.9331229104
L469,L80,40.7432033209
L483,L80,25.6709285467
L493,L80,26.8134644783
L495,L80,28.5330995656
L496,L80,30.3753138243
L511,L80,32.0164944397
L527,L80,52.9913915813
L529,L80,51.4666936358
L530,L80,49.2368413313
L540,L80,47.7622363199
L543,L80,13.1801176225
L554,L80,11.2028306777
L556,L80,16.0715190319
L560,L80,35.6765258051
L0,L80,40.1262869375
L7,L81,29.7919510756
L18,L81,27.1018495364
L26,L81,35.421126637
L33,L81,33.3626252013
L36,L81,33.7306580553
L38,L81,34.8490883893
L57,L81,36.2991877526
L62,L81,39.02348839
L63,L81,41.1251780544
